Unnamed: 0,book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency
1095,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,afternoon,0,0,82,1,1,0,0,0,0,0,36
1096,afternoon,Wednesday,COLOR,JOANNE,STYLE,JJ,1,102.0,Thursday,afternoon,0,0,184,2,2,0,0,0,0,0,6
1097,afternoon,Wednesday,STYLE,JJ,COLOR,JOANNE,1,50.0,Wednesday,afternoon,0,0,234,3,2,1,0,0,0,0,35
1103,morning,Friday,COLOR,JOANNE,STYLE,SINEAD,1,110.33,Thursday,morning,0,1,70,1,1,0,1,0,0,0,15
1107,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,94
1110,evening,Friday,STYLE,JJ,STYLE,JJ,1,40.0,Friday,evening,0,0,40,1,1,0,0,0,0,0,56
1111,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Friday,evening,0,0,100,2,2,0,0,0,0,0,54
1114,afternoon,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Saturday,morning,0,0,35,1,1,0,0,0,0,1,54
1123,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,30.0,Tuesday,evening,0,0,30,1,1,0,0,0,0,0,35
1124,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,102.5,Tuesday,evening,0,1,80,2,2,0,1,0,0,0,35
1128,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,afternoon,0,0,30,1,1,0,0,0,0,0,105
1133,morning,Wednesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,afternoon,0,0,60,1,1,0,0,0,0,0,55
1142,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Wednesday,evening,0,0,70,1,1,0,0,0,0,0,45
1145,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,78
1162,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,143.4,Thursday,afternoon,0,1,184,3,3,0,1,1,0,0,28
1168,afternoon,Tuesday,MISC,JJ,STYLE,JJ,1,82.0,Friday,afternoon,0,0,82,1,1,0,0,0,0,0,88
1169,afternoon,Friday,STYLE,JJ,MISC,JJ,1,24.3,Tuesday,afternoon,0,1,82,2,1,0,1,0,0,0,31
1171,evening,Wednesday,STYLE,KELLY,STYLE,KELLY,1,35.0,Thursday,evening,0,0,35,1,1,0,0,0,0,0,13
1172,afternoon,Thursday,COLOR,KELLY,STYLE,KELLY,1,55.0,Wednesday,evening,0,0,90,2,2,0,0,0,0,1,1
1175,evening,Thursday,STYLE,JJ,COLOR,KELLY,2,110.0,Friday,morning,0,1,110,2,1,1,2,0,0,0,41
1176,afternoon,Thursday,COLOR,JOANNE,COLOR,KELLY,2,110.0,Friday,morning,0,1,110,2,1,1,2,0,0,0,41
1177,afternoon,Tuesday,STYLE,JJ,COLOR,JOANNE,2,187.0,Thursday,afternoon,0,1,297,4,2,2,4,0,0,0,26
1178,afternoon,Tuesday,COLOR,JOANNE,COLOR,JOANNE,2,187.0,Thursday,afternoon,0,1,297,4,2,2,4,0,0,0,26
1180,afternoon,Saturday,STYLE,KELLY,STYLE,KELLY,1,35.0,Wednesday,morning,0,0,35,1,1,0,0,0,0,0,38
1187,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,afternoon,0,0,82,1,1,0,0,0,0,0,35
1188,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,75.0,Friday,afternoon,0,0,157,2,2,0,0,0,0,0,35
1189,afternoon,Friday,COLOR,JOANNE,STYLE,JJ,1,75.0,Friday,afternoon,0,0,157,2,2,0,0,0,0,0,35
1190,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,2,145.0,Friday,afternoon,0,1,302,4,3,1,2,0,0,0,35
1191,morning,Friday,COLOR,JOANNE,COLOR,JOANNE,2,145.0,Friday,afternoon,0,1,302,4,3,1,2,0,0,0,35
1196,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,5.0,Friday,morning,0,0,5,1,1,0,0,0,0,0,42
1201,afternoon,Saturday,COLOR,JOANNE,COLOR,JOANNE,3,167.0,Friday,afternoon,0,1,167,3,2,1,3,0,0,0,36
1205,afternoon,Wednesday,STYLE,JJ,COLOR,JJ,2,132.0,Thursday,afternoon,0,1,132,2,1,1,2,0,0,0,41
1206,morning,Wednesday,COLOR,JOANNE,COLOR,JJ,2,132.0,Thursday,afternoon,0,1,132,2,1,1,2,0,0,0,41
1207,afternoon,Wednesday,STYLE,JJ,COLOR,JOANNE,2,172.0,Wednesday,morning,0,1,304,4,2,2,4,0,0,0,42
1208,afternoon,Wednesday,COLOR,JOANNE,COLOR,JOANNE,2,172.0,Wednesday,morning,0,1,304,4,2,2,4,0,0,0,42
1214,afternoon,Saturday,STYLE,SINEAD,STYLE,HOUSE,1,250.0,Tuesday,morning,0,0,280,4,4,0,0,2,2,1,4
1215,afternoon,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Saturday,afternoon,1,0,330,5,5,0,0,2,3,1,4
1219,afternoon,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,90.0,Saturday,afternoon,0,0,470,8,8,0,0,3,4,1,4
1220,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Wednesday,afternoon,1,0,570,10,10,0,0,4,5,1,3
1223,morning,Sunday,STYLE,BECKY,STYLE,SINEAD,1,0.0,Wednesday,afternoon,1,0,670,13,13,0,0,5,7,0,4
1224,morning,Thursday,STYLE,JJ,STYLE,BECKY,1,50.0,Sunday,morning,0,0,720,14,14,0,0,5,7,0,4
1225,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,52.0,Thursday,morning,0,0,772,15,15,0,0,5,7,0,5
1226,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,52.0,Tuesday,morning,0,0,824,16,16,0,0,5,7,0,14
1230,afternoon,Saturday,STYLE,JJ,STYLE,SINEAD,1,70.0,Saturday,morning,0,0,70,1,1,0,0,0,0,0,98
1237,afternoon,Friday,COLOR,KELLY,STYLE,JJ,1,102.0,Tuesday,morning,0,0,102,1,1,0,0,0,0,0,17
1241,morning,Friday,COLOR,JOANNE,STYLE,JJ,1,102.0,Friday,afternoon,0,0,294,5,3,2,0,2,2,0,7
1243,evening,Thursday,STYLE,JJ,STYLE,JJ,1,119.8,Friday,evening,0,1,82,1,1,0,1,0,0,0,69
1244,evening,Thursday,COLOR,JOANNE,STYLE,JJ,1,119.8,Friday,evening,0,1,82,1,1,0,1,0,0,0,69
1246,morning,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,afternoon,0,0,82,1,1,0,0,0,0,0,49
1247,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,102.0,Friday,morning,0,0,184,2,2,0,0,0,0,0,33
1249,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,30.0,Tuesday,afternoon,0,0,30,1,1,0,0,0,0,0,31
1250,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,78.8,Friday,evening,0,1,80,2,2,0,1,0,0,0,28
1251,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,50.0,Friday,evening,0,0,130,3,3,0,1,0,0,0,32
1254,morning,Thursday,STYLE,SINEAD,STYLE,JJ,1,32.0,Saturday,morning,0,0,32,1,1,0,0,0,0,0,12
1255,afternoon,Saturday,STYLE,BECKY,STYLE,SINEAD,1,50.0,Thursday,morning,0,0,82,2,2,0,0,0,0,0,16
1256,afternoon,Saturday,COLOR,JOANNE,STYLE,SINEAD,1,50.0,Thursday,morning,0,0,82,2,2,0,0,0,0,0,16
1257,evening,Tuesday,STYLE,KELLY,COLOR,JOANNE,2,120.0,Saturday,afternoon,0,1,202,4,3,1,2,0,0,0,52
1258,evening,Tuesday,COLOR,JOANNE,COLOR,JOANNE,2,120.0,Saturday,afternoon,0,1,202,4,3,1,2,0,0,0,52
1262,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,morning,0,0,40,2,2,0,0,1,1,0,54
1268,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,0.0,Wednesday,evening,1,0,0,1,1,0,0,0,1,0,111
1272,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,morning,0,0,82,1,1,0,0,0,0,0,34
1283,morning,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,evening,0,1,40,1,1,0,1,0,0,0,28
1284,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,90.5,Friday,morning,0,1,100,2,2,0,2,0,0,0,42
1287,morning,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,56
1290,afternoon,Tuesday,STYLE,SINEAD,STYLE,SINEAD,1,35.0,Tuesday,afternoon,0,0,35,1,1,0,0,0,0,0,35
1291,afternoon,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,55.0,Tuesday,afternoon,0,0,90,2,2,0,0,0,0,0,35
1303,evening,Tuesday,STYLE,KELLY,STYLE,KELLY,1,35.0,Wednesday,evening,0,0,35,1,1,0,0,0,0,0,55
1310,afternoon,Saturday,MISC,JJ,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,7
1320,afternoon,Thursday,STYLE,JJ,COLOR,JOANNE,2,50.0,Friday,evening,0,0,450,7,5,2,2,2,3,0,13
1321,morning,Thursday,COLOR,JOANNE,COLOR,JOANNE,2,50.0,Friday,evening,0,0,450,7,5,2,2,2,3,0,13
1327,evening,Friday,STYLE,JJ,COLOR,JOANNE,2,50.0,Tuesday,afternoon,0,0,722,14,9,5,4,5,3,0,24
1328,evening,Friday,COLOR,JOANNE,COLOR,JOANNE,2,50.0,Tuesday,afternoon,0,0,722,14,9,5,4,5,3,0,24
1330,morning,Wednesday,STYLE,KELLY,STYLE,BECKY,1,30.0,Thursday,afternoon,0,0,30,1,1,0,0,0,0,0,6
1331,morning,Thursday,STYLE,JJ,STYLE,KELLY,1,55.0,Wednesday,morning,0,0,85,2,2,0,0,0,0,0,8
1332,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,248.25,Thursday,morning,0,1,167,3,3,0,1,0,0,0,12
1337,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,0.0,Wednesday,afternoon,1,0,0,1,1,0,0,0,1,0,45
1339,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,100.73,Saturday,morning,0,1,70,1,1,0,1,0,0,0,14
1340,afternoon,Saturday,COLOR,JOANNE,STYLE,SINEAD,1,50.0,Saturday,morning,0,0,120,2,2,0,1,0,0,0,35
1341,afternoon,Wednesday,STYLE,JJ,COLOR,JOANNE,1,70.0,Saturday,afternoon,0,0,190,3,2,1,1,0,0,0,32
1345,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,33
1346,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Tuesday,evening,0,0,100,2,2,0,0,0,0,0,35
1347,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Tuesday,evening,0,0,160,3,3,0,0,0,0,0,35
1351,morning,Friday,STYLE,JJ,COLOR,JJ,2,40.0,Friday,afternoon,0,1,40,2,1,1,1,0,0,0,28
1352,afternoon,Friday,COLOR,JJ,COLOR,JJ,2,40.0,Friday,afternoon,0,1,40,2,1,1,1,0,0,0,28
1354,evening,Friday,STYLE,KELLY,STYLE,KELLY,1,35.0,Tuesday,evening,0,0,35,1,1,0,0,0,0,0,66
1357,afternoon,Thursday,STYLE,KELLY,STYLE,BECKY,1,30.0,Thursday,afternoon,0,0,30,1,1,0,0,0,0,0,14
1358,afternoon,Thursday,STYLE,BECKY,STYLE,KELLY,1,55.0,Thursday,afternoon,0,0,85,2,2,0,0,0,0,0,35
1359,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,80.0,Thursday,afternoon,0,0,165,3,3,0,0,0,0,0,8
1361,evening,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,35.0,Wednesday,evening,0,0,35,1,1,0,0,0,0,0,42
1362,evening,Friday,STYLE,BECKY,STYLE,SINEAD,1,55.0,Wednesday,evening,0,0,90,2,2,0,0,0,0,0,51
1364,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Wednesday,evening,0,0,40,1,1,0,0,0,0,0,21
1365,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,evening,0,0,100,2,2,0,0,0,0,0,21
1366,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,evening,0,0,160,3,3,0,0,0,0,0,21
1372,afternoon,Friday,STYLE,BECKY,STYLE,KELLY,1,35.0,Thursday,afternoon,0,0,35,1,1,0,0,0,0,0,15
1374,afternoon,Wednesday,COLOR,JOANNE,STYLE,JJ,1,51.0,Thursday,afternoon,0,0,51,1,1,0,0,0,0,0,55
1377,evening,Tuesday,STYLE,JJ,MISC,JJ,1,0.0,Tuesday,morning,0,0,0,1,0,0,0,0,0,0,49
1378,afternoon,Tuesday,COLOR,JOANNE,MISC,JJ,1,0.0,Tuesday,morning,0,0,0,1,0,0,0,0,0,0,49
1379,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,2,287.0,Tuesday,afternoon,0,1,222,3,1,1,2,0,0,0,3
1383,morning,Wednesday,STYLE,KELLY,STYLE,KELLY,1,35.0,Saturday,afternoon,0,0,35,1,1,0,0,0,0,0,60
1386,afternoon,Friday,MISC,JJ,STYLE,JJ,1,82.0,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,43
1387,afternoon,Tuesday,STYLE,JJ,MISC,JJ,1,0.0,Friday,afternoon,0,0,82,2,1,0,0,0,0,0,25
1388,morning,Saturday,MISC,JJ,STYLE,JJ,1,102.0,Tuesday,afternoon,0,0,184,3,2,0,0,0,0,0,18
1392,evening,Friday,STYLE,JJ,STYLE,SINEAD,1,70.0,Wednesday,afternoon,0,0,70,1,1,0,0,0,0,0,23
1393,afternoon,Friday,STYLE,BECKY,STYLE,JJ,1,52.0,Friday,evening,0,0,122,2,2,0,0,0,0,0,7
1395,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,morning,0,0,30,1,1,0,0,0,0,0,34
1400,morning,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Saturday,morning,0,0,70,1,1,0,0,0,0,0,32
1401,afternoon,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,90.0,Wednesday,morning,0,0,160,2,2,0,0,0,0,0,27
1402,afternoon,Tuesday,STYLE,KELLY,STYLE,BECKY,1,80.0,Tuesday,afternoon,0,0,240,3,3,0,0,0,0,0,7
1403,afternoon,Tuesday,STYLE,BECKY,STYLE,KELLY,1,55.0,Tuesday,afternoon,0,0,295,4,4,0,0,0,0,0,14
1407,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,62.0,Thursday,morning,0,1,30,1,1,0,1,0,0,0,26
1408,evening,Sunday,STYLE,BECKY,STYLE,BECKY,1,50.0,Tuesday,evening,0,0,80,2,2,0,1,0,0,1,12
1415,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,1,140.0,Friday,morning,0,0,140,1,0,1,0,0,0,0,28
1416,afternoon,Friday,STYLE,KELLY,COLOR,JOANNE,1,70.0,Friday,afternoon,0,0,210,2,0,2,0,0,0,0,35
1417,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,1,70.0,Friday,afternoon,0,0,210,2,0,2,0,0,0,0,35
1420,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,2,50.0,Thursday,morning,0,1,50,2,2,0,2,0,0,0,2
1421,afternoon,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,50.0,Saturday,morning,0,0,100,3,3,0,2,0,0,0,4
1422,morning,Thursday,MISC,JOANNE,STYLE,SINEAD,1,50.0,Wednesday,afternoon,0,0,150,4,4,0,2,0,0,0,8
1427,afternoon,Wednesday,MISC,SINEAD,COLOR,JOANNE,2,250.0,Tuesday,morning,0,1,400,9,6,2,4,2,1,1,1
1428,morning,Saturday,STYLE,SINEAD,MISC,SINEAD,1,25.0,Wednesday,afternoon,1,0,425,10,6,2,4,2,2,0,10
1429,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,80.73,Saturday,morning,0,1,475,11,7,2,5,2,2,0,7
1430,morning,Saturday,STYLE,SINEAD,STYLE,SINEAD,1,80.73,Saturday,morning,0,1,475,11,7,2,5,2,2,0,7
1442,afternoon,Saturday,STYLE,JJ,STYLE,JJ,1,40.0,Saturday,afternoon,0,0,40,1,1,0,0,0,0,0,70
1447,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,42
1448,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,80.0,Tuesday,evening,0,0,140,2,2,0,0,0,0,0,35
1451,evening,Thursday,MISC,JJ,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,7
1459,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,2,152.0,Saturday,morning,0,1,152,2,1,1,2,0,0,0,56
1463,evening,Thursday,STYLE,JJ,COLOR,KELLY,2,172.0,Wednesday,morning,0,1,172,2,1,1,2,0,0,0,43
1464,afternoon,Thursday,COLOR,JOANNE,COLOR,KELLY,2,172.0,Wednesday,morning,0,1,172,2,1,1,2,0,0,0,43
1465,morning,Wednesday,STYLE,JJ,COLOR,JOANNE,2,242.0,Thursday,afternoon,0,1,414,4,2,2,4,0,0,0,62
1466,morning,Wednesday,COLOR,JOANNE,COLOR,JOANNE,2,242.0,Thursday,afternoon,0,1,414,4,2,2,4,0,0,0,62
1470,morning,Saturday,STYLE,JJ,COLOR,JJ,2,102.0,Saturday,morning,0,1,102,2,1,1,1,0,0,0,28
1471,morning,Saturday,COLOR,JOANNE,COLOR,JJ,2,102.0,Saturday,morning,0,1,102,2,1,1,1,0,0,0,28
1472,evening,Thursday,STYLE,JJ,COLOR,JOANNE,2,155.45,Saturday,morning,0,1,239,4,2,2,3,0,0,0,33
1473,evening,Thursday,COLOR,JOANNE,COLOR,JOANNE,2,155.45,Saturday,morning,0,1,239,4,2,2,3,0,0,0,33
1474,evening,Friday,STYLE,JJ,COLOR,JOANNE,2,187.0,Thursday,evening,0,1,426,6,3,3,5,0,0,0,29
1475,evening,Friday,COLOR,JOANNE,COLOR,JOANNE,2,187.0,Thursday,evening,0,1,426,6,3,3,5,0,0,0,29
1482,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,afternoon,0,0,100,3,2,1,0,1,1,0,34
1483,morning,Saturday,STYLE,JJ,STYLE,JJ,1,60.0,Tuesday,afternoon,0,0,160,4,3,1,0,1,1,0,32
1485,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,306.1,Sunday,afternoon,0,1,82,1,1,0,1,0,0,0,23
1486,afternoon,Tuesday,COLOR,JOANNE,STYLE,JJ,1,306.1,Sunday,afternoon,0,1,82,1,1,0,1,0,0,0,23
1487,morning,Friday,STYLE,JJ,COLOR,JOANNE,2,192.0,Tuesday,afternoon,0,1,274,3,2,1,3,0,0,0,24
1488,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,102.0,Friday,morning,0,0,376,4,3,1,3,0,0,0,35
1489,afternoon,Friday,COLOR,JOANNE,STYLE,JJ,1,102.0,Friday,morning,0,0,376,4,3,1,3,0,0,0,35
1490,morning,Saturday,MISC,JOANNE,COLOR,JOANNE,2,259.55,Friday,afternoon,0,1,618,6,4,2,5,0,0,0,15
1492,afternoon,Saturday,STYLE,SINEAD,STYLE,JJ,1,82.0,Sunday,afternoon,0,0,82,1,1,0,0,0,0,0,6
1493,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82.0,Sunday,afternoon,0,0,82,1,1,0,0,0,0,0,6
1494,afternoon,Tuesday,STYLE,JJ,COLOR,JOANNE,2,135.0,Saturday,morning,0,1,217,3,2,1,2,0,0,0,66
1495,afternoon,Tuesday,COLOR,JOANNE,COLOR,JOANNE,2,135.0,Saturday,morning,0,1,217,3,2,1,2,0,0,0,66
1502,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,206.5,Saturday,morning,0,1,82,1,1,0,1,0,0,0,76
1504,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,1,162.1,Friday,afternoon,0,1,100,1,0,1,1,0,0,0,42
1507,morning,Saturday,STYLE,JJ,COLOR,JOANNE,1,199.4,Friday,afternoon,0,1,380,4,0,4,3,1,0,0,1
1511,afternoon,Thursday,STYLE,BECKY,COLOR,KELLY,2,160.0,Wednesday,afternoon,0,1,160,2,1,1,2,0,0,1,15
1512,afternoon,Thursday,COLOR,JJ,COLOR,KELLY,2,160.0,Wednesday,afternoon,0,1,160,2,1,1,2,0,0,1,15
1513,morning,Wednesday,STYLE,JJ,COLOR,JJ,2,0.0,Thursday,afternoon,1,0,210,4,2,2,2,0,2,0,27
1514,morning,Saturday,STYLE,JJ,STYLE,JJ,1,102.0,Wednesday,morning,0,0,312,5,3,2,2,0,2,0,31
1517,afternoon,Thursday,STYLE,JJ,COLOR,JJ,2,0.0,Thursday,afternoon,1,0,0,2,1,1,0,0,2,0,21
1518,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,afternoon,0,0,60,3,2,1,0,0,2,0,19
1519,afternoon,Tuesday,COLOR,JJ,STYLE,JJ,1,60.0,Thursday,afternoon,0,0,60,3,2,1,0,0,2,0,19
1520,morning,Tuesday,STYLE,JJ,COLOR,JJ,2,105.0,Tuesday,afternoon,0,1,165,5,3,2,2,0,2,0,21
1521,morning,Tuesday,COLOR,JJ,COLOR,JJ,2,105.0,Tuesday,afternoon,0,1,165,5,3,2,2,0,2,0,21
1522,afternoon,Tuesday,COLOR,JJ,COLOR,JJ,2,105.0,Tuesday,morning,0,1,270,7,4,3,4,0,2,0,14
1528,morning,Thursday,COLOR,JJ,COLOR,JJ,2,105.0,Wednesday,afternoon,0,1,420,13,7,6,6,3,3,0,15
1529,afternoon,Friday,STYLE,JJ,COLOR,JJ,1,45.0,Thursday,morning,0,0,465,14,7,7,6,3,3,0,22
1530,afternoon,Friday,COLOR,JJ,COLOR,JJ,1,45.0,Thursday,morning,0,0,465,14,7,7,6,3,3,0,22
1532,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,afternoon,0,0,40,1,1,0,0,0,0,0,133
1536,evening,Tuesday,STYLE,BECKY,COLOR,JOANNE,2,180.0,Friday,afternoon,0,1,180,2,1,1,2,0,0,0,39
1537,evening,Tuesday,COLOR,JOANNE,COLOR,JOANNE,2,180.0,Friday,afternoon,0,1,180,2,1,1,2,0,0,0,39
1540,morning,Wednesday,STYLE,JJ,STYLE,BECKY,1,60.0,Friday,morning,0,0,60,1,1,0,0,0,0,0,47
1541,afternoon,Thursday,STYLE,BECKY,STYLE,JJ,1,90.0,Wednesday,morning,0,0,150,2,2,0,0,0,0,0,50
1545,evening,Sunday,STYLE,BECKY,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,57
1546,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,80.0,Sunday,evening,0,0,140,2,2,0,0,0,0,0,47
1548,evening,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,35.0,Saturday,morning,0,0,35,1,1,0,0,0,0,0,26
1549,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,55.0,Thursday,evening,0,0,90,2,2,0,0,0,0,0,28
1550,morning,Saturday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,morning,0,0,140,3,3,0,0,0,0,0,30
1559,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Wednesday,evening,0,0,40,1,1,0,0,0,0,0,49
1563,afternoon,Friday,MISC,BECKY,COLOR,KELLY,2,192.0,Thursday,afternoon,0,1,192,2,1,1,2,0,0,0,15
1564,afternoon,Wednesday,STYLE,JJ,MISC,BECKY,1,0.0,Friday,afternoon,0,0,192,3,1,1,2,0,0,0,54
1565,afternoon,Wednesday,COLOR,JOANNE,MISC,BECKY,1,0.0,Friday,afternoon,0,0,192,3,1,1,2,0,0,0,54
1569,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,37
1570,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,morning,0,0,120,2,2,0,0,0,0,0,19
1571,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,morning,0,0,180,3,3,0,0,0,0,0,23
1572,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,morning,0,0,240,4,4,0,0,0,0,0,21
1575,morning,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,71
1577,evening,Friday,STYLE,JJ,STYLE,JJ,1,281.2,Friday,morning,0,1,82,1,1,0,1,0,0,0,91
1580,evening,Friday,STYLE,JJ,STYLE,JJ,1,0.0,Tuesday,evening,1,0,0,1,1,0,0,0,1,0,52
1581,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Friday,evening,0,0,60,2,2,0,0,0,1,0,32
1583,evening,Tuesday,STYLE,KELLY,STYLE,KELLY,1,30.0,Wednesday,afternoon,0,0,30,1,1,0,0,0,0,0,48
1587,morning,Friday,STYLE,HOUSE,STYLE,BECKY,1,30.0,Friday,morning,0,0,30,1,1,0,0,0,0,0,14
1588,morning,Friday,STYLE,BECKY,STYLE,HOUSE,1,250.0,Friday,morning,0,0,280,2,2,0,0,0,0,1,7
1589,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,330,3,3,0,0,0,1,1,7
1590,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,380,4,4,0,0,0,2,0,7
1591,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,80.0,Friday,morning,0,0,460,5,5,0,0,0,2,1,7
1592,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,510,6,6,0,0,0,3,1,7
1593,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,560,7,7,0,0,0,4,1,14
1594,morning,Friday,STYLE,HOUSE,STYLE,BECKY,1,0.0,Friday,morning,1,0,610,8,8,0,0,0,5,0,7
1596,morning,Friday,STYLE,BECKY,STYLE,HOUSE,1,250.0,Friday,morning,0,0,860,9,9,0,0,0,5,1,7
1597,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,960,11,11,0,0,1,6,1,7
1598,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,1010,12,12,0,0,1,7,1,7
1604,morning,Saturday,STYLE,BECKY,STYLE,BECKY,1,230.0,Tuesday,morning,0,0,230,1,1,0,0,0,0,1,11
1605,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0.0,Saturday,morning,1,0,280,2,2,0,0,0,1,1,10
1606,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,0.0,Tuesday,afternoon,1,0,330,3,3,0,0,0,2,1,9
1611,morning,Saturday,STYLE,HOUSE,STYLE,BECKY,1,0.0,Saturday,afternoon,1,0,480,8,8,0,0,2,5,0,28
